Rentrée scolaire;Région académique;Académie;Département;Commune;Numéro de l'école;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre total de classes;Nombre total d'élèves;Nombre d'élèves en pré-élémentaire hors ULIS;Nombre d'élèves en élémentaire hors ULIS;Nombre d'élèves en ULIS;Nombre d'élèves en CP hors ULIS;Nombre d'élèves en CE1 hors ULIS;Nombre d'élèves en CE2 hors ULIS;Nombre d'élèves en CM1 hors ULIS;Nombre d'élèves en CM2 hors ULIS;tri;Code Postal
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ACIGNE;0350103X;ECOLE ELEMENTAIRE PUBLIQUE;LE CHEVRE;PUBLIC;0;0;12;289;0;289;0;56;68;52;56;57;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ACIGNE-0350103X;35690
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ACIGNE;0351981N;ECOLE MATERNELLE PUBLIQUE;LE CHAT PERCHE;PUBLIC;0;0;7;176;176;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ACIGNE-0351981N;35690
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ACIGNE;0352358Y;ECOLE PRIMAIRE PRIVEE;STE JEANNE D'ARC;PRIVE;0;0;8;215;73;142;0;29;31;27;27;28;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ACIGNE-0352358Y;35690
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;AMANLIS;0351728N;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;7;179;71;108;0;20;24;14;29;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-AMANLIS-0351728N;35150
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ANDOUILLE-NEUVILLE;0352676U;ECOLE PRIMAIRE PUBLIQUE;LES PRES VERTS;PUBLIC;0;0;6;127;46;81;0;21;16;19;11;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ANDOUILLE-NEUVILLE-0352676U;35250
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ARGENTRE-DU-PLESSIS;0351633K;ECOLE PRIMAIRE PUBLIQUE;JEAN-LOUIS ETIENNE;PUBLIC;0;0;12;232;78;141;13;25;29;34;20;33;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ARGENTRE-DU-PLESSIS-0351633K;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;ARGENTRE-DU-PLESSIS;0352129Z;ECOLE PRIMAIRE PRIVEE;LA SALLE ST JOSEPH;PRIVE;0;0;12;306;98;208;0;45;30;43;37;53;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-ARGENTRE-DU-PLESSIS-0352129Z;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAGUER-MORVAN;0350114J;ECOLE PRIMAIRE PUBLIQUE;VINCENT VAN GOGH;PUBLIC;1;0;6;79;26;53;0;12;7;9;12;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAGUER-MORVAN-0350114J;35120
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAGUER-MORVAN;0351165B;ECOLE PRIMAIRE PRIVEE;ST THOMAS DE VILLENEUVE;PRIVE;0;0;3;79;22;57;0;0;0;17;20;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAGUER-MORVAN-0351165B;35120
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAGUER-PICAN;0351750M;ECOLE PRIMAIRE PUBLIQUE;LES TROIS PRUNUS;PUBLIC;1;0;7;120;43;77;0;15;23;11;11;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAGUER-PICAN-0351750M;35120
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAIN-DE-BRETAGNE;0351012K;ECOLE PRIMAIRE PUBLIQUE;HENRI GUERIN;PUBLIC;0;0;11;217;72;132;13;24;23;21;21;43;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAIN-DE-BRETAGNE-0351012K;35470
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAIN-DE-BRETAGNE;0352359Z;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;16;384;139;245;0;59;36;53;49;48;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAIN-DE-BRETAGNE-0352359Z;35470
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAIN-DE-BRETAGNE;0352778E;ECOLE PRIMAIRE PUBLIQUE;LA GUEDELAIS;PUBLIC;0;0;9;208;85;123;0;33;17;19;28;26;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAIN-DE-BRETAGNE-0352778E;35470
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAINS-SUR-OUST;0351172J;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;6;143;52;91;0;16;20;16;24;15;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAINS-SUR-OUST-0351172J;35600
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAINS-SUR-OUST;0352681Z;ECOLE PRIMAIRE PUBLIQUE;LES COLIBRIS;PUBLIC;0;0;8;191;69;122;0;19;22;23;33;25;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAINS-SUR-OUST-0352681Z;35600
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAIS;0350121S;ECOLE PRIMAIRE PUBLIQUE;JACQUES PREVERT;PUBLIC;0;0;7;149;43;106;0;23;27;17;19;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAIS-0350121S;35680
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAIS;0352230J;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;7;184;82;102;0;19;22;20;18;23;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAIS-0352230J;35680
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BALAZE;0351175M;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;9;221;72;149;0;32;31;25;32;29;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BALAZE-0351175M;35500
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAULON;0350122T;ECOLE PRIMAIRE PUBLIQUE;LES LUCIOLES;PUBLIC;0;0;6;151;53;98;0;18;20;21;18;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAULON-0350122T;35580
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAULON;0351176N;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;4;100;34;66;0;14;7;15;13;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAULON-0351176N;35580
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAZOUGES-LA-PEROUSE;0351181U;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;5;106;36;70;0;16;13;14;15;12;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAZOUGES-LA-PEROUSE-0351181U;35560
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BAZOUGES-LA-PEROUSE;0352325M;ECOLE PRIMAIRE PUBLIQUE;VILLECARTIER;PUBLIC;1;0;6;90;33;57;0;7;13;12;8;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BAZOUGES-LA-PEROUSE-0352325M;35560
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BEAUCE;0350129A;ECOLE PRIMAIRE PUBLIQUE;RENE-GUY CADOU;PUBLIC;0;0;7;156;46;110;0;26;22;18;23;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BEAUCE-0350129A;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BECHEREL;0351182V;ECOLE ELEMENTAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;2;38;0;38;0;0;8;9;7;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BECHEREL-0351182V;35190
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BECHEREL;0351636N;ECOLE MATERNELLE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;3;67;67;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BECHEREL-0351636N;35190
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BEDEE;0351184X;ECOLE PRIMAIRE PRIVEE;ST MICHEL;PRIVE;0;0;8;199;75;124;0;20;25;27;25;27;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BEDEE-0351184X;35137
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BEDEE;0351805X;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;11;242;0;242;0;46;52;46;50;48;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BEDEE-0351805X;35137
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BEDEE;0352031T;ECOLE MATERNELLE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;6;136;136;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BEDEE-0352031T;35137
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0351806Y;ECOLE ELEMENTAIRE PUBLIQUE;LES OMBLAIS;PUBLIC;0;0;11;282;0;282;0;55;40;61;58;68;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0351806Y;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0351807Z;ECOLE MATERNELLE PUBLIQUE;LA HAYE RENAUD;PUBLIC;0;0;6;130;130;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0351807Z;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0351808A;ECOLE MATERNELLE PUBLIQUE;LES OMBLAIS;PUBLIC;0;0;6;146;146;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0351808A;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0351809B;ECOLE ELEMENTAIRE PUBLIQUE;LA HAYE RENAUD;PUBLIC;0;0;9;223;0;223;0;44;43;44;45;47;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0351809B;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0352360A;ECOLE PRIMAIRE PRIVEE;RAOUL FOLLEREAU;PRIVE;0;0;14;379;132;247;0;54;59;48;36;50;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0352360A;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0352536S;ECOLE PRIMAIRE PUBLIQUE;LES MEZIERES;PUBLIC;0;0;8;188;64;124;0;26;26;25;27;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BETTON-0352536S;35830
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BILLE;0351188B;ECOLE PRIMAIRE PRIVEE;ABBE JULIEN DOUARD;PRIVE;0;0;4;85;44;41;0;6;25;10;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BILLE-0351188B;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOISGERVILLY;0352268A;ECOLE PRIMAIRE PUBLIQUE;LA ROSE DES VENTS;PUBLIC;0;0;9;218;75;143;0;27;27;30;30;29;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOISGERVILLY-0352268A;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOISTRUDAN;0351192F;ECOLE PRIMAIRE PRIVEE;STE THERESE;PRIVE;0;0;3;59;18;41;0;11;7;6;10;7;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOISTRUDAN-0351192F;35150
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BONNEMAIN;0351193G;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;4;77;19;58;0;6;10;11;15;16;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BONNEMAIN-0351193G;35270
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BONNEMAIN;0351637P;ECOLE PRIMAIRE PUBLIQUE;HENRI MATISSE;PUBLIC;0;0;4;93;37;56;0;13;13;11;6;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BONNEMAIN-0351637P;35270
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOURG-DES-COMPTES;0350148W;ECOLE PRIMAIRE PUBLIQUE;LES RONDINES;PUBLIC;0;0;11;250;81;169;0;26;34;40;37;32;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOURG-DES-COMPTES-0350148W;35890
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOURG-DES-COMPTES;0351198M;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;5;120;45;75;0;13;15;16;17;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOURG-DES-COMPTES-0351198M;35890
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOURGBARRE;0351197L;ECOLE PRIMAIRE PRIVEE;L'ARCHE DE NOE;PRIVE;0;0;6;148;63;85;0;8;18;17;24;18;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOURGBARRE-0351197L;35230
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOURGBARRE;0351686T;ECOLE PRIMAIRE PUBLIQUE;FRANCOISE DOLTO;PUBLIC;0;0;19;480;179;301;0;63;65;52;55;66;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOURGBARRE-0351686T;35230
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BOVEL;0350149X;ECOLE PRIMAIRE PUBLIQUE;JEAN DE LA VARENDE;PUBLIC;0;0;3;74;27;47;0;7;6;9;13;12;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BOVEL-0350149X;35330
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BREAL-SOUS-MONTFORT;0351203T;ECOLE PRIMAIRE PRIVEE;STE JEANNE D'ARC;PRIVE;0;0;12;296;116;180;0;48;27;34;31;40;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BREAL-SOUS-MONTFORT-0351203T;35310
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BREAL-SOUS-MONTFORT;0351684R;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE LEROUX;PUBLIC;0;0;13;318;0;318;0;54;72;64;63;65;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BREAL-SOUS-MONTFORT-0351684R;35310
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BREAL-SOUS-MONTFORT;0351866N;ECOLE MATERNELLE PUBLIQUE;PIERRE LEROUX;PUBLIC;0;0;6;136;136;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BREAL-SOUS-MONTFORT-0351866N;35310
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BREAL-SOUS-VITRE;0351204U;ECOLE ELEMENTAIRE PRIVEE;STE ANNE;PRIVE;0;0;3;62;50;12;0;12;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BREAL-SOUS-VITRE-0351204U;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRECE;0350153B;ECOLE PRIMAIRE PUBLIQUE;AUX QUATRE VENTS;PUBLIC;0;0;9;225;75;150;0;21;29;31;26;43;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRECE-0350153B;35530
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRETEIL;0351205V;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;4;93;35;58;0;14;13;11;10;10;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRETEIL-0351205V;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRETEIL;0351811D;ECOLE ELEMENTAIRE PUBLIQUE;LES TROIS RIVIERES;PUBLIC;0;0;6;146;0;146;0;28;24;26;31;37;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRETEIL-0351811D;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRETEIL;0352145S;ECOLE MATERNELLE PUBLIQUE;LES TROIS RIVIERES;PUBLIC;0;0;4;70;70;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRETEIL-0352145S;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRIE;0351206W;ECOLE PRIMAIRE PRIVEE;LE SACRE COEUR;PRIVE;0;0;5;102;42;60;0;14;12;12;17;5;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRIE-0351206W;35150
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRIELLES;0351729P;ECOLE PRIMAIRE PRIVEE;STE JEANNE D'ARC;PRIVE;0;0;3;62;28;34;0;3;8;8;8;7;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRIELLES-0351729P;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BROUALAN;0351687U;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;2;40;0;40;0;0;3;16;10;11;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BROUALAN-0351687U;35120
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUC-SUR-AFF;0351698F;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;3;68;20;48;0;0;0;14;18;16;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUC-SUR-AFF-0351698F;35550
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0351213D;ECOLE PRIMAIRE PRIVEE;LA PROVIDENCE VERT BUISSON;PRIVE;0;0;9;238;86;152;0;33;33;26;28;32;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0351213D;35170
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0351214E;ECOLE PRIMAIRE PRIVEE;LA PROVIDENCE CENTRE;PRIVE;0;0;15;389;143;234;12;40;45;39;44;66;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0351214E;35171
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0351813F;ECOLE PRIMAIRE;CHAMP L'EVEQUE;PUBLIC;0;0;18;442;160;282;0;52;58;64;53;55;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0351813F;35170
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0352241W;ECOLE PRIMAIRE PUBLIQUE;JACQUES PREVERT;PUBLIC;0;0;16;380;124;256;0;48;52;55;55;46;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0352241W;35170
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0352673R;ECOLE MATERNELLE PUBLIQUE;LE VERT BUISSON;PUBLIC;0;0;6;128;128;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0352673R;35170
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;BRUZ;0352674S;ECOLE ELEMENTAIRE PUBLIQUE;LE VERT BUISSON;PUBLIC;0;0;11;273;0;273;0;59;46;62;51;55;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-BRUZ-0352674S;35170
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CANCALE;0350164N;ECOLE MATERNELLE PUBLIQUE;BEL EVENT;PUBLIC;0;0;3;59;59;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CANCALE-0350164N;35260
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CANCALE;0351013L;ECOLE ELEMENTAIRE PUBLIQUE;LES TERRE-NEUVAS;PUBLIC;0;0;5;109;0;109;0;18;17;29;24;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CANCALE-0351013L;35260
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CANCALE;0352361B;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU VERGER;PRIVE;0;0;8;205;66;139;0;31;25;24;31;28;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CANCALE-0352361B;35260
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CARDROC;0350165P;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;3;71;0;71;0;0;0;8;28;35;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CARDROC-0350165P;35190
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0351014M;ECOLE MATERNELLE PUBLIQUE;BEAUSOLEIL;PUBLIC;0;0;6;156;156;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CESSON-SEVIGNE-0351014M;35510
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0351859F;ECOLE ELEMENTAIRE PUBLIQUE;BEAUSOLEIL;PUBLIC;0;0;12;268;0;268;0;50;51;63;43;61;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CESSON-SEVIGNE-0351859F;35510
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0351891R;ECOLE MATERNELLE PUBLIQUE;BOURGCHEVREUIL;PUBLIC;0;0;6;162;162;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CESSON-SEVIGNE-0351891R;35510
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0351894U;ECOLE ELEMENTAIRE PUBLIQUE;BOURGCHEVREUIL;PUBLIC;0;0;13;315;0;306;9;51;64;48;76;67;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CESSON-SEVIGNE-0351894U;35510
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0352362C;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;16;430;167;263;0;58;46;51;49;59;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CESSON-SEVIGNE-0352362C;35510
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHAMPEAUX;0351221M;ECOLE MATERNELLE PRIVEE;ST LOUIS;PRIVE;0;0;2;48;32;16;0;16;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHAMPEAUX-0351221M;35500
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHANTELOUP;0350168T;ECOLE PRIMAIRE PUBLIQUE;LUCIE AUBRAC;PUBLIC;0;0;9;214;90;124;0;18;26;29;29;22;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHANTELOUP-0350168T;35150
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHANTEPIE;0351699G;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;13;323;116;207;0;33;38;38;50;48;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHANTEPIE-0351699G;35135
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHANTEPIE;0352159G;ECOLE MATERNELLE PUBLIQUE;LES DEUX RUISSEAUX;PUBLIC;0;0;5;106;106;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHANTEPIE-0352159G;35135
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHANTEPIE;0352520Z;ECOLE PRIMAIRE PUBLIQUE;LES LANDES;PUBLIC;0;0;15;361;140;221;0;55;45;43;41;37;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHANTEPIE-0352520Z;35135
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHANTEPIE;0352521A;ECOLE ELEMENTAIRE PUBLIQUE;LES DEUX RUISSEAUX;PUBLIC;0;0;6;143;0;143;0;29;46;23;24;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHANTEPIE-0352521A;35135
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHARTRES-DE-BRETAGNE;0352306S;ECOLE ELEMENTAIRE PUBLIQUE;L'AUDITOIRE;PUBLIC;0;0;13;314;0;314;0;76;58;63;59;58;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHARTRES-DE-BRETAGNE-0352306S;35131
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHARTRES-DE-BRETAGNE;0352309V;ECOLE MATERNELLE PUBLIQUE;BROCELIANDE;PUBLIC;0;0;9;183;183;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHARTRES-DE-BRETAGNE-0352309V;35131
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHARTRES-DE-BRETAGNE;0352344H;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;12;287;108;179;0;39;47;35;30;28;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHARTRES-DE-BRETAGNE-0352344H;35176
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHASNE-SUR-ILLET;0350180F;ECOLE PRIMAIRE PUBLIQUE;LA CHOINETTE;PUBLIC;0;0;7;167;66;101;0;21;20;24;18;18;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHASNE-SUR-ILLET-0350180F;35250
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUBOURG;0351405M;ECOLE PRIMAIRE PRIVEE;ST MELAINE;PRIVE;0;0;5;108;42;66;0;12;11;12;12;19;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUBOURG-0351405M;35220
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUBOURG;0351644X;ECOLE PRIMAIRE PUBLIQUE;CHARLES DE GAULLE;PUBLIC;0;0;12;284;97;187;0;31;33;37;47;39;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUBOURG-0351644X;35220
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUBOURG;0351700H;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;10;248;95;153;0;24;32;34;34;29;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUBOURG-0351700H;35220
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUBOURG;0352179D;ECOLE PRIMAIRE PUBLIQUE;LE PLESSIS;PUBLIC;0;0;12;292;102;190;0;25;34;42;43;46;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUBOURG-0352179D;35220
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUGIRON;0350184K;ECOLE ELEMENTAIRE PUBLIQUE;LA PINCE GUERRIERE;PUBLIC;0;0;18;432;0;432;0;66;82;93;94;97;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUGIRON-0350184K;35410
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUGIRON;0351150K;ECOLE PRIMAIRE PRIVEE;STE CROIX;PRIVE;0;0;20;512;147;365;0;69;62;73;71;90;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUGIRON-0351150K;35410
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;CHATEAUGIRON;0351152M;ECOLE PRIMAIRE PRIVEE;ST PASCAL;PRIVE;0;0;6;169;74;95;0;21;20;19;18;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-CHATEAUGIRON-0351152M;35410
