Rentrée scolaire;Région académique;Académie;Département;Commune;Numéro de l'école;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre total de classes;Nombre total d'élèves;Nombre d'élèves en pré-élémentaire hors ULIS;Nombre d'élèves en élémentaire hors ULIS;Nombre d'élèves en ULIS;Nombre d'élèves en CP hors ULIS;Nombre d'élèves en CE1 hors ULIS;Nombre d'élèves en CE2 hors ULIS;Nombre d'élèves en CM1 hors ULIS;Nombre d'élèves en CM2 hors ULIS;tri;Code Postal
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LASSY;0350310X;ECOLE PRIMAIRE PUBLIQUE;CAMILLE CLAUDEL;PUBLIC;0;0;9;228;79;149;0;29;30;24;31;35;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LASSY-0350310X;35580
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE CROUAIS;0351648B;ECOLE PRIMAIRE PUBLIQUE;ECOLE PRIMAIRE PUBLIQUE LES PE;PUBLIC;0;0;3;62;24;38;0;6;9;8;11;4;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE CROUAIS-0351648B;35290
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE LOROUX;0351080J;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;3;53;24;29;0;6;7;6;5;5;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE LOROUX-0351080J;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE MINIHIC-SUR-RANCE;0350351S;ECOLE PRIMAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;5;114;46;68;0;17;8;16;15;12;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE MINIHIC-SUR-RANCE-0350351S;35870
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PERTRE;0350396R;ECOLE PRIMAIRE PUBLIQUE;ECOLE INTERC. DES 2 PROVINCES;PUBLIC;0;0;4;76;34;42;0;9;4;12;10;7;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PERTRE-0350396R;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PERTRE;0351458V;ECOLE PRIMAIRE PRIVEE;ST SEBASTIEN;PRIVE;0;0;4;86;24;62;0;5;15;15;12;15;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PERTRE-0351458V;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PETIT-FOUGERAY;0352671N;ECOLE PRIMAIRE PUBLIQUE;YAK RIVAIS;PUBLIC;0;0;5;109;40;69;0;15;15;13;15;11;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PETIT-FOUGERAY-0352671N;35320
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0350430C;ECOLE PRIMAIRE PUBLIQUE;MOIGNE;PUBLIC;0;0;4;92;41;51;0;11;12;10;7;11;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0350430C;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0351778T;ECOLE MATERNELLE PUBLIQUE;LA GABILLAIS;PUBLIC;0;0;4;92;92;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0351778T;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352324L;ECOLE ELEMENTAIRE PUBLIQUE;LE CLOS JOURY;PUBLIC;0;0;9;212;0;212;0;37;44;39;44;48;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352324L;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352329S;ECOLE ELEMENTAIRE PUBLIQUE;LA GABILLAIS;PUBLIC;0;0;8;199;0;199;0;41;35;44;42;37;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352329S;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352487N;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;11;280;111;169;0;42;30;35;27;35;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352487N;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352749Y;ECOLE MATERNELLE PUBLIQUE;LE CLOS JOURY;PUBLIC;0;0;5;119;119;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352749Y;35650
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE SEL-DE-BRETAGNE;0351428M;ECOLE PRIMAIRE PRIVEE;ST NICOLAS;PRIVE;0;0;3;53;22;31;0;6;3;5;10;7;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE SEL-DE-BRETAGNE-0351428M;35320
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE SEL-DE-BRETAGNE;0352101U;ECOLE PRIMAIRE PUBLIQUE;MATHURIN MEHEUT;PUBLIC;0;0;5;109;41;68;0;10;15;13;12;18;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE SEL-DE-BRETAGNE-0352101U;35320
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE THEIL-DE-BRETAGNE;0351442C;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;3;61;15;46;0;0;11;14;21;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE THEIL-DE-BRETAGNE-0351442C;35240
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE THEIL-DE-BRETAGNE;0351616S;ECOLE PRIMAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;4;84;29;55;0;16;11;8;9;11;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE THEIL-DE-BRETAGNE-0351616S;35240
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE TRONCHET;0350688H;ECOLE PRIMAIRE PUBLIQUE;ALBERT AUBRY;PUBLIC;1;0;3;64;30;34;0;0;0;0;17;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE TRONCHET-0350688H;35540
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE VERGER;0350671P;ECOLE PRIMAIRE PUBLIQUE;LA VALLEE DU ROHUEL;PUBLIC;0;0;5;107;32;75;0;20;11;13;8;23;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE VERGER-0350671P;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE VERGER;0351558D;ECOLE PRIMAIRE PRIVEE;STE BERNADETTE;PRIVE;0;0;3;68;18;50;0;8;6;12;7;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE VERGER-0351558D;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE VIVIER-SUR-MER;0350687G;ECOLE PRIMAIRE PUBLIQUE;FRANCIS CHEVALIER;PUBLIC;1;0;5;84;29;55;0;10;4;9;18;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE VIVIER-SUR-MER-0350687G;35960
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LECOUSSE;0351072A;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;7;173;73;100;0;16;23;22;19;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LECOUSSE-0351072A;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LECOUSSE;0352096N;ECOLE PRIMAIRE PUBLIQUE;MONTAUBERT;PUBLIC;0;0;10;255;82;173;0;37;35;39;32;30;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LECOUSSE-0352096N;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LES BRULAIS;0351212C;ECOLE MATERNELLE PRIVEE;ECOLE PRIVEE;PRIVE;0;0;1;31;31;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LES BRULAIS-0351212C;35330
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LES PORTES DU COGLAIS;0350364F;ECOLE PRIMAIRE PUBLIQUE;VICTOR HUGO;PUBLIC;0;0;4;91;38;53;0;12;7;11;11;12;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LES PORTES DU COGLAIS-0350364F;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LES PORTES DU COGLAIS;0351129M;ECOLE MATERNELLE PRIVEE;LE SACRE COEUR;PRIVE;0;0;2;47;32;15;0;15;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LES PORTES DU COGLAIS-0351129M;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LES PORTES DU COGLAIS;0351429N;ECOLE ELEMENTAIRE PRIVEE;STE THERESE;PRIVE;0;0;2;53;0;53;0;0;10;13;17;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LES PORTES DU COGLAIS-0351429N;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIEURON;0351073B;ECOLE PRIMAIRE PRIVEE;ST MELAINE;PRIVE;0;0;2;40;13;27;0;12;15;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIEURON-0351073B;35550
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIFFRE;0350313A;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;PUBLIC;0;0;21;483;0;471;12;78;96;111;94;92;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIFFRE-0350313A;35340
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIFFRE;0350953W;ECOLE MATERNELLE PUBLIQUE;ROBERT DESNOS;PUBLIC;0;0;10;237;237;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIFFRE-0350953W;35340
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIFFRE;0351075D;ECOLE PRIMAIRE PRIVEE;STE CATHERINE ST JOSEPH;PRIVE;0;0;18;498;182;316;0;60;65;64;66;61;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIFFRE-0351075D;35340
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIVRE-SUR-CHANGEON;0351661R;ECOLE PRIMAIRE PUBLIQUE;LES KORRIGANS;PUBLIC;0;0;7;156;60;96;0;17;16;27;16;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIVRE-SUR-CHANGEON-0351661R;35450
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIVRE-SUR-CHANGEON;0351705N;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;3;67;44;23;0;0;0;8;9;6;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LIVRE-SUR-CHANGEON-0351705N;35450
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOHEAC;0351078G;ECOLE PRIMAIRE PRIVEE;ST SAUVEUR;PRIVE;0;0;3;57;24;33;0;6;6;8;7;6;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOHEAC-0351078G;35550
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOHEAC;0352310W;ECOLE PRIMAIRE PUBLIQUE;LES PANVOLETTES;PUBLIC;0;0;4;76;32;44;0;7;11;8;9;9;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOHEAC-0352310W;35550
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOUVIGNE-DE-BAIS;0351083M;ECOLE PRIMAIRE PRIVEE;ST PATERN;PRIVE;0;0;4;93;40;53;0;11;9;13;16;4;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOUVIGNE-DE-BAIS-0351083M;35680
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOUVIGNE-DE-BAIS;0351662S;ECOLE PRIMAIRE PUBLIQUE;CHARLES PERRAULT;PUBLIC;0;0;6;146;49;97;0;20;18;20;17;22;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOUVIGNE-DE-BAIS-0351662S;35680
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOUVIGNE-DU-DESERT;0350323L;ECOLE PRIMAIRE PUBLIQUE;MARIE LE TENSORER;PUBLIC;0;0;8;171;66;105;0;21;19;24;16;25;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOUVIGNE-DU-DESERT-0350323L;35420
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LOUVIGNE-DU-DESERT;0352369K;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE JOVENCE;PRIVE;0;0;6;132;57;75;0;19;7;19;16;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LOUVIGNE-DU-DESERT-0352369K;35420
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LUITRE-DOMPIERRE;0351286H;ECOLE ELEMENTAIRE PRIVEE;ST PIERRE;PRIVE;0;0;2;49;0;49;0;0;0;23;26;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LUITRE-DOMPIERRE-0351286H;35210
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;LUITRE-DOMPIERRE;0352195W;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;4;90;67;23;0;0;0;0;0;23;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-LUITRE-DOMPIERRE-0352195W;35133
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0350469V;ECOLE PRIMAIRE PUBLIQUE;JULES VERNE;PUBLIC;0;0;6;137;48;89;0;11;8;23;27;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAEN ROCH-0350469V;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0351028C;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;PUBLIC;0;0;4;92;0;92;0;19;10;17;26;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAEN ROCH-0351028C;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0351361P;ECOLE PRIMAIRE PRIVEE;ST FRANCOIS;PRIVE;0;0;4;101;32;69;0;14;14;10;14;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAEN ROCH-0351361P;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0351550V;ECOLE PRIMAIRE PRIVEE;ANNE BOIVENT;PRIVE;0;0;9;224;75;149;0;26;34;25;25;39;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAEN ROCH-0351550V;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0351834D;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;PUBLIC;0;0;3;53;53;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAEN ROCH-0351834D;35460
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARCILLE-RAOUL;0351663T;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;1;0;4;73;0;73;0;0;14;20;26;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARCILLE-RAOUL-0351663T;35560
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARCILLE-ROBERT;0350327R;ECOLE PRIMAIRE PUBLIQUE;LOUISE BELLAYS;PUBLIC;0;0;3;59;18;41;0;6;9;9;8;9;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARCILLE-ROBERT-0350327R;35240
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARCILLE-ROBERT;0351091W;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;2;35;8;27;0;8;13;6;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARCILLE-ROBERT-0351091W;35240
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARPIRE;0351092X;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;5;127;45;82;0;10;17;19;17;19;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARPIRE-0351092X;35220
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARTIGNE-FERCHAUD;0352190R;ECOLE PRIMAIRE PUBLIQUE;LE JARDIN DES MOTS;PUBLIC;0;0;7;165;45;120;0;25;22;17;25;31;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARTIGNE-FERCHAUD-0352190R;35640
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MARTIGNE-FERCHAUD;0352442P;ECOLE PRIMAIRE PRIVEE;ST JEAN BAPTISTE DE LA SALLE;PRIVE;0;0;6;135;54;81;0;15;6;22;18;20;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MARTIGNE-FERCHAUD-0352442P;35640
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAXENT;0350332W;ECOLE PRIMAIRE PUBLIQUE;LES GALLO PEINTS;PUBLIC;0;0;4;95;35;60;0;13;15;11;11;10;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAXENT-0350332W;35380
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAXENT;0351706P;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;3;77;24;53;0;9;8;9;9;18;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MAXENT-0351706P;35380
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MECE;0351099E;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DES VERTUS;PRIVE;0;0;1;19;0;19;0;8;11;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MECE-0351099E;35450
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MEDREAC;0350334Y;ECOLE PRIMAIRE PUBLIQUE;ECOLE DES SEPT LOUPS;PUBLIC;0;0;5;117;36;81;0;10;15;17;16;23;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MEDREAC-0350334Y;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MEDREAC;0352221Z;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;4;83;40;43;0;12;6;10;9;6;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MEDREAC-0352221Z;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MEILLAC;0351664U;ECOLE PRIMAIRE PUBLIQUE;LA TRIBU ARC-EN-CIEL;PUBLIC;0;0;8;160;62;98;0;22;18;21;20;17;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MEILLAC-0351664U;35270
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MELESSE;0351105L;ECOLE PRIMAIRE PRIVEE;ST FRANCOIS;PRIVE;0;0;15;385;169;216;0;39;49;49;37;42;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MELESSE-0351105L;35520
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MELESSE;0351665V;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;13;310;0;310;0;54;70;54;60;72;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MELESSE-0351665V;35520
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MELESSE;0351755T;ECOLE MATERNELLE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;8;170;170;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MELESSE-0351755T;35520
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MERNEL;0350340E;ECOLE PRIMAIRE PUBLIQUE;ALBERT POULAIN;PUBLIC;0;0;4;71;25;46;0;11;11;4;10;10;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MERNEL-0350340E;35330
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MESNIL-ROC'H;0350588Z;ECOLE PRIMAIRE PUBLIQUE;TRESSE;PUBLIC;1;0;4;59;15;44;0;12;15;17;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MESNIL-ROC'H-0350588Z;35720
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MESNIL-ROC'H;0351418B;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;5;129;42;87;0;14;12;25;13;23;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MESNIL-ROC'H-0351418B;35720
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MESNIL-ROC'H;0351660P;ECOLE PRIMAIRE PUBLIQUE;MARIO RAMOS;PUBLIC;0;0;5;106;49;57;0;12;14;9;9;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MESNIL-ROC'H-0351660P;35720
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MESNIL-ROC'H;0352321H;ECOLE PRIMAIRE PUBLIQUE;FANNY DUFEIL;PUBLIC;0;0;10;238;82;156;0;25;34;23;34;40;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MESNIL-ROC'H-0352321H;35720
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MEZIERES-SUR-COUESNON;0351667X;ECOLE PRIMAIRE PUBLIQUE;LA VALLEE VERTE;PUBLIC;0;0;7;162;61;101;0;19;18;18;25;21;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MEZIERES-SUR-COUESNON-0351667X;35140
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MEZIERES-SUR-COUESNON;0351739A;ECOLE PRIMAIRE PRIVEE;ST MARTIN;PRIVE;0;0;4;94;23;71;0;16;15;10;15;15;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MEZIERES-SUR-COUESNON-0351739A;35140
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MINIAC-MORVAN;0351114W;ECOLE PRIMAIRE PRIVEE;ST YVES;PRIVE;0;0;7;182;76;106;0;24;16;19;25;22;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MINIAC-MORVAN-0351114W;35540
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MINIAC-MORVAN;0351668Y;ECOLE PRIMAIRE PUBLIQUE;LE DORIS;PUBLIC;1;0;16;292;115;177;0;37;25;48;30;37;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MINIAC-MORVAN-0351668Y;35540
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MINIAC-SOUS-BECHEREL;0351669Z;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;3;60;0;60;0;17;29;14;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MINIAC-SOUS-BECHEREL-0351669Z;35190
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONDEVERT;0351116Y;ECOLE ELEMENTAIRE PRIVEE;STE MADELEINE;PRIVE;0;0;3;58;0;58;0;7;13;12;13;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONDEVERT-0351116Y;35370
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONT-DOL;0350357Y;ECOLE PRIMAIRE PUBLIQUE;SIMON SIRODOT;PUBLIC;1;0;5;75;27;48;0;12;4;13;6;13;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONT-DOL-0350357Y;35120
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTAUBAN-DE-BRETAGNE;0350352T;ECOLE ELEMENTAIRE PUBLIQUE;JOSEPH FARAMIN;PUBLIC;0;0;12;288;0;288;0;56;56;65;59;52;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTAUBAN-DE-BRETAGNE-0350352T;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTAUBAN-DE-BRETAGNE;0350529K;ECOLE PRIMAIRE PUBLIQUE;LES HIRONDELLES;PUBLIC;0;0;4;86;39;47;0;8;6;7;12;14;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTAUBAN-DE-BRETAGNE-0350529K;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTAUBAN-DE-BRETAGNE;0351985T;ECOLE MATERNELLE PUBLIQUE;JOSEPH FARAMIN;PUBLIC;0;0;7;170;170;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTAUBAN-DE-BRETAGNE-0351985T;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTAUBAN-DE-BRETAGNE;0352366G;ECOLE PRIMAIRE PRIVEE;ST MAURICE LA PROVIDENCE;PRIVE;0;0;10;267;104;163;0;32;33;28;31;39;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTAUBAN-DE-BRETAGNE-0352366G;35360
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTERFIL;0351121D;ECOLE PRIMAIRE PRIVEE;ST GILDAS;PRIVE;0;0;3;74;29;45;0;7;9;7;12;10;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTERFIL-0351121D;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTERFIL;0351919W;ECOLE PRIMAIRE PUBLIQUE;LE ROCHER;PUBLIC;0;0;5;113;48;65;0;17;6;19;13;10;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTERFIL-0351919W;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTFORT-SUR-MEU;0350361C;ECOLE MATERNELLE PUBLIQUE;LE PAYS POURPRE;PUBLIC;0;0;4;95;95;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTFORT-SUR-MEU-0350361C;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTFORT-SUR-MEU;0351020U;ECOLE ELEMENTAIRE PUBLIQUE;LE PAYS POURPRE;PUBLIC;0;0;10;194;7;174;13;36;39;31;39;29;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTFORT-SUR-MEU-0351020U;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTFORT-SUR-MEU;0351124G;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;10;226;73;140;13;15;26;30;34;35;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTFORT-SUR-MEU-0351124G;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTFORT-SUR-MEU;0352175Z;ECOLE ELEMENTAIRE PUBLIQUE;MOULIN A VENT;PUBLIC;0;0;5;127;0;127;0;24;24;26;22;31;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTFORT-SUR-MEU-0352175Z;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTFORT-SUR-MEU;0352182G;ECOLE MATERNELLE PUBLIQUE;MOULIN A VENT;PUBLIC;0;0;3;63;63;0;0;0;0;0;0;0;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTFORT-SUR-MEU-0352182G;35160
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTGERMONT;0350362D;ECOLE ELEMENTAIRE PUBLIQUE;GERARD PHILIPE;PUBLIC;0;0;8;202;0;202;0;34;33;44;39;52;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTGERMONT-0350362D;35760
2022;BRETAGNE;RENNES;ILLE-ET-VILAINE;MONTGERMONT;0351126J;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;6;154;69;85;0;25;19;16;13;12;78-BRETAGNE-RENNES-ILLE-ET-VILAINE-MONTGERMONT-0351126J;35760
