code_region;libelle_region;code_academie;libelle_academie;code_departement;libelle_departement;code_postal;code_insee;libelle_commune;lieu_dit;Type_et_Libelle;No_de_voie_debut;Indice_de_repetition_debut;No_de_voie_fin;Indice_de_repetition_fin;Parite;Code_RNE;Secteur_unique
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CHEMIN DE LA HAUTE DIVISION;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CHEMIN DE LA HAUTE DIVISION;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;CHEMIN DE LAUSANNE;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CHEMIN ROBERT DE BORON;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CITE D ALETH;2;;9999;;P;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;COURS DE BILBAO;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;COURS D HELSINKI;1;;9999;;PI;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ECLUSE DU MOULIN DU COMTE;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ESPLANADE GENERAL DE GAULLE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ESPLANADE GENERAL DE GAULLE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;LA CORMERAIS;1;;9999;;I;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA MOTTE GAULE;1;;9999;;I;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA MOTTE GAULE;1;;9999;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA MOTTE GAULE;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;LE HAUT BLOSNE;1;;9999;;PI;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT LES 5 CHEMINS;1;;9999;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT LES 5 CHEMINS;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;LIEU DIT LE PATIS TATELIN;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT PETITS CHAMPEAUX;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;LES HAUTS CHAMPS RENAUD;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;FROUGEARD;1;;9999;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT L EPINE;1;;9999;;I;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;LIEU DIT LA BELLANGERAIS;1;;9999;;I;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT LA GAUDINE;1;;9999;;I;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;LIEU DIT LE BAS QUINCE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;MAIL FRANCOIS MITTERRAND;87;;99;;I;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;MAIL FRANCOIS MITTERRAND;87;;99;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PASSAGE DES CARMELITES;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI SAINT CAST;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DE LA TRINITE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;PLACE DE ZAGREB;1;;9999;;I;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;PLACE D ERLANGEN;1;;9999;;I;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DES COLOMBES;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DU COLOMBIER;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DU SOUVENIR FRANCAIS;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE EUGENE AULNETTE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DU GENERAL GIRAUD;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DU GENERAL GIRAUD;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;PLACE GEORGES BERNANOS;1;;9999;;PI;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE HONORE COMMEUREC;1;;9999;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE HONORE COMMEUREC;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;PLACE LUCIE ET RAYMOND AUBRAC;2;;9999;;P;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE LUCIEN DANIEL;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE PIERRE LANDAIS;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE SAINTE ANNE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE SAINT GERMAIN;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE SAINT MELAINE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE SAINT MICHEL;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACIS DE L ORLEANAIS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PRE DES BONNETS ROUGES;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI D AUCHEL;1;;9999;;I;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI DE RICHEMONT;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI DUJARDIN;1;;9999;;I;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI EMILE ZOLA;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI LAMENNAIS;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI ROBINOT DE SAINT CYR;2;;9999;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI ROBINOT DE SAINT CYR;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI ROBINOT DE SAINT CYR;2;;9999;;P;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;QUAI SAINT CYR;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ROUTE DE LA CROIX ESNAULT;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ROUTE DE TIXUE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ROUTE DES CHAMPS ROTIS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ADOLPHE LERAY;85;;9999;;I;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ALAIN GERBAULT;2;;9999;;P;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ALBERT AUBRY;1;;9999;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ALBERT AUBRY;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ANDRE DESILLES;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ARMAND BARBES;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE ARMAND HERPIN LACROIX;1;;9999;;I;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE AU DUC;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE AUGUSTE BLANQUI;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE AUGUSTE COMTE;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BAHON RAULT;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BARBEY D AUREVILLY;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BAUDRAIRIE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BAUDRAIRIE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BERTHE MORISOT;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BIGOT DE PREAMENEU;2;;54;;P;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BOISGELIN DE CUCE;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE BRINDEJONC DES MOULINAIS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE BROSSAY SAINT MARC;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CAMILLE LE MERCIER D ERM;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CAPITAINE PALICOT;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CHARLES GENIAUX;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CHATEAURENAULT;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CHRISTIAN BERNON;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CLEMENCE ROYER;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CLOTILDE VAUTIER;2;;9999;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CLOTILDE VAUTIER;2;;9999;;P;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE COLETTE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU COLONEL PECHOT;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU COMMANDANT CHARCOT;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CONSTANT VERON;2;;9999;;P;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE COULABIN;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE D ANTRAIN;2;;130;;P;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE D ARGENTRE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BELFORT;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BERTRAND;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BREST;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BROCELIANDE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BROCELIANDE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE BUFERON;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE CHATEAUDUN;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE CHATILLON;1;;107;;I;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE CHATILLON;2;;106;;P;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE COETQUEN;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE COETQUEN;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE FLANDRE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE FRANCHE COMTE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE FRANCHE COMTE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE GASCOGNE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE LA BINQUENAIS;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA BORDERIE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA BOULAIS;1;;35;;I;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA BOULAIS;38;;48;;P;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA BOURDONNAYE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA CALIORNE;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA CHALOTAIS;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA CHALOTAIS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DE LA COCHARDIERE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DE LA CROIX CARREE;1;;9999;;PI;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA CROIX ROUGE;2;;9999;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA FEE VIVIANE;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA FONDERIE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA HATTERIE;2;;9999;;P;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA LANDE DU BREIL;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DE LA MARBAUDAIS;1;;9999;;PI;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA MOTTE FABLET;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE LA NIDA;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA PARCHEMINERIE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA PARCHEMINERIE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE LA PILICA;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE LA RICHARDIERE;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA TREMBLAIE;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE L ANGOUMOIS;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE L ANGOUMOIS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE L ARSENAL;2;;9999;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE L ENCHANTEUR MERLIN;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE LETTONIE;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE L HERMINE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LORGERIL;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE LUBLIN;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE NEMOURS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DE PAIMPOL;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE PIRE;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE PLELO;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU PORT NAVALO;1;;9999;;PI;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DE ROUMANIE;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE VEZIN;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DE VINCENNES;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES CARMES;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES FRANCS BOURGEOIS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES FRANCS BOURGEOIS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES FRERES BLIN;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DES FRERES NORMAND;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES MUNITIONNETTES;1;;9999;;I;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES POLIEUX;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DESAIX;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE D ISLY;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE D ORLEANS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU 19 MARS 1962;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU BOIS RONDEL;20;;26;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU BOURG L EVESQUE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU BREIL;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU CAPITAINE MAIGNAN;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU CHAMP DE LA JUSTICE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU CLOS COURTEL;1;;9999;;I;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU DOCTEUR AUSSANT;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU DR DORDAIN ET SES FILS;1;;9999;;I;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE DU DOCTEUR FERRAND;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU DOCTEUR ROUX;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU HAUT CHAMPEAUX;1;;9999;;I;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU HOGUET;1;;9999;;PI;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU LIEUTENANT COLONEL DUBO;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU LIEUTENANT COLONEL DUBO;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU MAINE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE MANOIR DE SERVIGNE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DU MOULIN DE JOUE;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU NIVERNAIS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU PARC;1;;9999;;PI;0351796M;N
