Annee_scolaire;Academie;Numero_d_etablissement;nom_etablissement;Type_d_etablissement;Secteur_d_enseignement;Nombre_d_eleves;libelle_region;libelle_departement;Code_departement;adresse;code_postal;localite_acheminement;Code_region
2018-2019;RENNES;0350050P;LP LYCEE DES METIERS BEL AIR;LYCEE PROFESSIONNEL;Public;306;BRETAGNE;ILLE-ET-VILAINE;035;7 rue ERNEST RENAN;35190;TINTENIAC;53
2018-2019;RENNES;0350761M;LYCEE PROFESSIONNEL JEAN GUEHENNO;LYCEE PROFESSIONNEL;Public;249;BRETAGNE;ILLE-ET-VILAINE;035;3 PROMENADE DU GUE MAHEU;35305;FOUGERES CEDEX;53
2018-2019;RENNES;0350762N;COLLEGE THERESE PIERRE;COLLEGE;Public;590;BRETAGNE;ILLE-ET-VILAINE;035;26 bis rue DUGUAY-TROUIN;35301;FOUGERES CEDEX;53
2018-2019;RENNES;0350777E;LYCEE GEN ET TECHNOL PRIVE ST MARTIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;1443;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE D'ANTRAIN;35706;RENNES CEDEX 7;53
2018-2019;RENNES;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;LYCEE D ENSEIGNEMENT GENERAL;Privé;1369;BRETAGNE;ILLE-ET-VILAINE;035;18 boulevard PAUL PAINLEVE;35702;RENNES CEDEX 7;53
2018-2019;RENNES;0350785N;COLLEGE PRIVE MOKA STE FAMILLE;COLLEGE;Privé;423;BRETAGNE;ILLE-ET-VILAINE;035;4 avenue Aristide Briand;35401;ST MALO CEDEX;53
2018-2019;RENNES;0350836U;COLLEGE PRIVE ST MARTIN QUARTIER STE GENEVIE;COLLEGE;Privé;306;BRETAGNE;ILLE-ET-VILAINE;035;14 D rue GINGUENE;35044;RENNES CEDEX;53
2018-2019;RENNES;0350839X;COLLEGE PRIVE SAINT-HELIER;COLLEGE;Privé;527;BRETAGNE;ILLE-ET-VILAINE;035;7 rue FRERE SALOMON;35000;RENNES;53
2018-2019;RENNES;0350851K;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;924;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DE L'HOTEL DE VILLE;35470;BAIN DE BRETAGNE;53
2018-2019;RENNES;0350853M;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;296;BRETAGNE;ILLE-ET-VILAINE;035;4 RUE DU HOCK;35260;CANCALE;53
2018-2019;RENNES;0350855P;COLLEGE PRIVE STE CROIX;COLLEGE;Privé;569;BRETAGNE;ILLE-ET-VILAINE;035;3  RUE DU PRIEURE;35410;CHATEAUGIRON;53
2018-2019;RENNES;0350866B;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;703;BRETAGNE;ILLE-ET-VILAINE;035;45 RUE PAUL PAINLEVE;35150;JANZE;53
2018-2019;RENNES;0350872H;COLLEGE PRIVE ST LOUIS-MARIE;COLLEGE;Privé;650;BRETAGNE;ILLE-ET-VILAINE;035;11 boulevard Carnot;35162;MONTFORT SUR MEU CEDEX;53
2018-2019;RENNES;0350874K;COLLEGE PRIVE ST YVES;COLLEGE;Privé;696;BRETAGNE;ILLE-ET-VILAINE;035;3 rue Jeanne d'Arc;35310;MORDELLES;53
2018-2019;RENNES;0350877N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;144;BRETAGNE;ILLE-ET-VILAINE;035;12 RUE CASIMIR PIGEON;35610;PLEINE FOUGERES;53
2018-2019;RENNES;0350883V;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;414;BRETAGNE;ILLE-ET-VILAINE;035;26 rue DE FOUGERES;35460;MAEN ROCH;53
2018-2019;RENNES;0350895H;COLLEGE ROSA PARKS;COLLEGE;Public;582;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE DE GASCOGNE;35016;RENNES CEDEX;53
2018-2019;RENNES;0351053E;COLLEGE JEAN MONNET;COLLEGE;Public;596;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ARMAND JOUAULT;35150;JANZE;53
2018-2019;RENNES;0351638R;COLLEGE ANNE DE BRETAGNE;COLLEGE;Public;824;BRETAGNE;ILLE-ET-VILAINE;035;15 rue MARTENOT;35069;RENNES CEDEX;53
2018-2019;RENNES;0351851X;COLLEGE LA BINQUENAIS;COLLEGE;Public;469;BRETAGNE;ILLE-ET-VILAINE;035;40 boulevard OSCAR LEROUX;35203;RENNES CEDEX 2;53
2018-2019;RENNES;0351997F;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;448;BRETAGNE;ILLE-ET-VILAINE;035;6 rue Jeanne d'Arc;35304;FOUGERES CEDEX;53
2018-2019;RENNES;0352072M;LYC POLYVAL PRIVE INSTITUTION ST MALO-PROVIDENCE;LYCEE POLYVALENT;Privé;1330;BRETAGNE;ILLE-ET-VILAINE;035;2 rue du Collège;35401;ST MALO CEDEX;53
2018-2019;RENNES;0352178C;ECOLE TECHNIQUE PRIVEE ASSOCIATION ODORICO;LYCEE PROFESSIONNEL;Privé;17;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DU MOULIN DU COMTE;35000;RENNES;53
2018-2019;RENNES;0352183H;COLLEGE MATHURIN MEHEUT;COLLEGE;Public;406;BRETAGNE;ILLE-ET-VILAINE;035;8 place BELLEVUE;35520;MELESSE;53
2018-2019;RENNES;0352248D;COLLEGE VICTOR SEGALEN;COLLEGE;Public;576;BRETAGNE;ILLE-ET-VILAINE;035;34 rue Jules Ferry;35410;CHATEAUGIRON;53
2018-2019;RENNES;0352260S;COLLEGE FRANCOIS TRUFFAUT;COLLEGE;Public;562;BRETAGNE;ILLE-ET-VILAINE;035;Rue DE LA RABINE;35830;BETTON;53
2018-2019;RENNES;0352304P;LYCEE GENERAL ET TECHNOLOGIQUE SEVIGNE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1226;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA CHALOTAIS;35513;CESSON SEVIGNE CEDEX;53
2018-2019;RENNES;0352448W;COLLEGE PIERRE-OLIVIER MALHERBE;COLLEGE;Public;612;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DES GENETS;35221;CHATEAUBOURG CEDEX;53
2018-2019;RENNES;0352589Z;COLLEGE JEAN MOULIN;COLLEGE;Public;402;BRETAGNE;ILLE-ET-VILAINE;035;PLACE LEOPOLD SEDAR SENGHOR;35136;ST JACQUES DE LA LANDE;53
2018-2019;RENNES;0352691K;COLLEGE ANDREE RECIPON;COLLEGE;Public;675;BRETAGNE;ILLE-ET-VILAINE;035;6 rue DE PONT-PEAN;35230;ORGERES;53
2018-2019;RENNES;0352760K;COLLEGE GERMAINE TILLION;COLLEGE;Public;637;BRETAGNE;ILLE-ET-VILAINE;035;;35520;LA MEZIERE;53
2018-2019;RENNES;0352921K;ECOLE SECONDAIRE PRIVEE NOÈSIS;COLLEGE;Privé;5;BRETAGNE;ILLE-ET-VILAINE;035;;35580;GUIGNEN;53
2018-2019;RENNES;0352925P;ECOLE SECONDAIRE PRIVEE GRAINE DE SENS;COLLEGE;Privé;13;BRETAGNE;ILLE-ET-VILAINE;035;1 rue du Grand-Guéret;35290;MUEL;53
2015-2016;RENNES;0350011X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GUEHENNO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1004;BRETAGNE;ILLE-ET-VILAINE;035;11  RUE DU CHAMP ROSSIGNOL;35305;FOUGERES CEDEX;53
2015-2016;RENNES;0350021H;COLLEGE FRANCOIS BRUNE;COLLEGE;Public;231;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DU MONT ST MICHEL;35610;PLEINE FOUGERES;53
2015-2016;RENNES;0350039C;COLLEGE PIERRE DE DREUX;COLLEGE;Public;475;BRETAGNE;ILLE-ET-VILAINE;035;28  RUE DU STADE;35140;ST AUBIN DU CORMIER;53
2015-2016;RENNES;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;699;BRETAGNE;ILLE-ET-VILAINE;035;RUE PIERRE DE COUBERTIN;35407;ST MALO CEDEX;53
2015-2016;RENNES;0350051R;COLLEGE THEOPHILE BRIANT;COLLEGE;Public;536;BRETAGNE;ILLE-ET-VILAINE;035;21  AVENUE DES TRENTE;35190;TINTENIAC;53
2015-2016;RENNES;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;LYCEE PROFESSIONNEL;Public;368;BRETAGNE;ILLE-ET-VILAINE;035;7 AVENUE GEORGES GRAFF;35205;RENNES CEDEX 2;53
2015-2016;RENNES;0350062C;LYCEE PROFESSIONNEL MAUPERTUIS;LYCEE PROFESSIONNEL;Public;246;BRETAGNE;ILLE-ET-VILAINE;035;RUE PIERRE DE COUBERTIN;35407;ST MALO CEDEX;53
2015-2016;RENNES;0350708O;- -;LYCEE D ENSEIGNEMENT GENERAL;Privé;95;BRETAGNE;ILLE-ET-VILAINE;035;-;-;-;53
2015-2016;RENNES;0350762N;COLLEGE THERESE PIERRE;COLLEGE;Public;562;BRETAGNE;ILLE-ET-VILAINE;035;26 BIS RUE DUGUAY-TROUIN;35301;FOUGERES CEDEX;53
2015-2016;RENNES;0350775C;COLLEGE PRIVE LE CLEU ST JOSEPH;COLLEGE;Privé;704;BRETAGNE;ILLE-ET-VILAINE;035;22 RUE ST MICHEL;35603;REDON CEDEX;53
2015-2016;RENNES;0350777E;LYCEE GEN ET TECHNOL PRIVE ST MARTIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;1393;BRETAGNE;ILLE-ET-VILAINE;035;31 RUE D'ANTRAIN;35706;RENNES CEDEX 7;53
2015-2016;RENNES;0350808N;LYC POLYVAL PRIVE DES METIERS STE JEANNE D'ARC;LYCEE POLYVALENT;Privé;936;BRETAGNE;ILLE-ET-VILAINE;035;13 PLACE DE LA REPUBLIQUE;35503;VITRE CEDEX;53
2015-2016;RENNES;0350848G;COLLEGE PRIVE ST ANDRE;COLLEGE;Privé;161;BRETAGNE;ILLE-ET-VILAINE;035;7 RUE ABBE JARRY;35560;ANTRAIN;53
2015-2016;RENNES;0350857S;COLLEGE PRIVE ST GILDUIN;COLLEGE;Privé;355;BRETAGNE;ILLE-ET-VILAINE;035;1 SQUARE EMILE BOHUON;35270;COMBOURG;53
2015-2016;RENNES;0350864Z;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;229;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE DES DAMES;35580;GUIGNEN;53
2015-2016;RENNES;0350868D;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;155;BRETAGNE;ILLE-ET-VILAINE;035;24  RUE COURBE;35640;MARTIGNE FERCHAUD;53
2015-2016;RENNES;0350892E;COLLEGE PRIVE STE JEANNE D'ARC;COLLEGE;Privé;429;BRETAGNE;ILLE-ET-VILAINE;035;13 PLACE DE LA REPUBLIQUE;35503;VITRE CEDEX;53
2015-2016;RENNES;0350896J;COLLEGE JEAN CHARCOT;COLLEGE;Public;284;BRETAGNE;ILLE-ET-VILAINE;035;28  RUE LE POMELLEC;35400;ST MALO;53
2015-2016;RENNES;0351054F;LYCEE PROFESSIONNEL CHARLES TILLON;LYCEE PROFESSIONNEL;Public;469;BRETAGNE;ILLE-ET-VILAINE;035;9 ALLÉE GEORGES PALANTE;35009;RENNES CEDEX;53
2015-2016;RENNES;0351638R;COLLEGE ANNE DE BRETAGNE;COLLEGE;Public;779;BRETAGNE;ILLE-ET-VILAINE;035;15 RUE MARTENOT;35069;RENNES CEDEX;53
2015-2016;RENNES;0351785A;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;941;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA MERIAIS;35501;VITRE CEDEX;53
2015-2016;RENNES;0351930H;LYCEE POLYVALENT PRIVE LA PROVIDENCE;LYCEE POLYVALENT;Privé;340;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2015-2016;RENNES;0352533N;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RENE DE CHATEAUBRIAND;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;584;BRETAGNE;ILLE-ET-VILAINE;035;12  AVENUE DES ACACIAS;35270;COMBOURG;53
2018-2019;RENNES;0350028R;LYCEE GENERAL ET TECHNOLOGIQUE BREQUIGNY;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;2798;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2018-2019;RENNES;0350029S;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT-CURIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1556;BRETAGNE;ILLE-ET-VILAINE;035;144 boulevard DE VITRE;35703;RENNES CEDEX 7;53
2018-2019;RENNES;0350033W;COLLEGE LES ORMEAUX;COLLEGE;Public;551;BRETAGNE;ILLE-ET-VILAINE;035;30 rue DES ORMEAUX;35008;RENNES CEDEX;53
2018-2019;RENNES;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;633;BRETAGNE;ILLE-ET-VILAINE;035;Rue Pierre de Coubertin;35407;ST MALO CEDEX;53
2018-2019;RENNES;0350044H;COLLEGE CHATEAUBRIAND;COLLEGE;Public;317;BRETAGNE;ILLE-ET-VILAINE;035;26 boulevard VILLEBOIS MAREUIL;35406;ST MALO CEDEX;53
2018-2019;RENNES;0350052S;COLLEGE PIERRE PERRIN;COLLEGE;Public;188;BRETAGNE;ILLE-ET-VILAINE;035;7 rue de la Libération;35460;TREMBLAY;53
2018-2019;RENNES;0350102W;LP LYCEE DES METIERS BEAUMONT;LYCEE PROFESSIONNEL;Public;330;BRETAGNE;ILLE-ET-VILAINE;035;10 rue du Lycée;35605;REDON CEDEX;53
2018-2019;RENNES;0350708E;COLLEGE PAUL FEVAL;COLLEGE;Public;644;BRETAGNE;ILLE-ET-VILAINE;035;Route DE  DINAN;35120;DOL DE BRETAGNE;53
2018-2019;RENNES;0350760L;COLLEGE CLEUNAY;COLLEGE;Public;449;BRETAGNE;ILLE-ET-VILAINE;035;26 rue ANDREE RECIPON;35000;RENNES;53
2018-2019;RENNES;0350767U;COLLEGE PRIVE ST MAGLOIRE;COLLEGE;Privé;576;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2018-2019;RENNES;0350769W;LYC POLYVAL PRIVE DES METIERS JEAN-BAPTISTE LE TAILLANDIER;LYCEE POLYVALENT;Privé;1137;BRETAGNE;ILLE-ET-VILAINE;035;9 bis rue EUGENE PACORY;35304;FOUGERES CEDEX;53
2018-2019;RENNES;0350774B;LYCEE GEN ET TECHNOL PRIVE ST SAUVEUR;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;930;BRETAGNE;ILLE-ET-VILAINE;035;16 place ST SAUVEUR;35603;REDON CEDEX;53
2018-2019;RENNES;0350780H;COLLEGE PRIVE IMMACULEE;COLLEGE;Privé;880;BRETAGNE;ILLE-ET-VILAINE;035;2 rue Antoine de Saint-Exupéry;35762;ST GREGOIRE CEDEX;53
2018-2019;RENNES;0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;LYCEE PROFESSIONNEL;Privé;393;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE VANNES;35601;REDON CEDEX;53
2018-2019;RENNES;0350793X;LYCEE POLYVALENT PRIVE FREDERIC OZANAM;LYCEE POLYVALENT;Privé;1309;BRETAGNE;ILLE-ET-VILAINE;035;99 rue DE LA CHALOTAIS;35577;CESSON SEVIGNE CEDEX;53
2018-2019;RENNES;0350835T;COLLEGE PRIVE LA TOUR D'AUVERGNE LA SALLE;COLLEGE;Privé;412;BRETAGNE;ILLE-ET-VILAINE;035;6 rue DE LA SANTE;35000;RENNES;53
2018-2019;RENNES;0350849H;COLLEGE PRIVE LA SALLE ST JOSEPH;COLLEGE;Privé;625;BRETAGNE;ILLE-ET-VILAINE;035;54 rue ALAIN D'ARGENTRE;35370;ARGENTRE DU PLESSIS;53
2018-2019;RENNES;0350852L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;1226;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2018-2019;RENNES;0350859U;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;427;BRETAGNE;ILLE-ET-VILAINE;035;18 RUE ST J-B DE LA SALLE;35801;DINARD CEDEX;53
2018-2019;RENNES;0350863Y;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;546;BRETAGNE;ILLE-ET-VILAINE;035;6 rue JEAN DE LA MENNAIS;35130;LA GUERCHE DE BRETAGNE;53
2018-2019;RENNES;0350887Z;COLLEGE PRIVE NOTRE DAME;COLLEGE;Privé;258;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DE LA CHAPELLE;35290;ST MEEN LE GRAND;53
2018-2019;RENNES;0350889B;COLLEGE PRIVE SACRE COEUR;COLLEGE;Privé;323;BRETAGNE;ILLE-ET-VILAINE;035;16 rue JEANNE JUGAN;35403;ST MALO CEDEX;53
2018-2019;RENNES;0350891D;COLLEGE PRIVE ST JOSEPH - LA SALLE;COLLEGE;Privé;768;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ST JEAN BAPTISTE DE LA SAL;35190;TINTENIAC;53
2018-2019;RENNES;0350916F;COLLEGE DUGUAY-TROUIN;COLLEGE;Public;626;BRETAGNE;ILLE-ET-VILAINE;035;5 rue HENRI LEMARIE;35400;ST MALO;53
2018-2019;RENNES;0350965J;COLLEGE LE LANDRY;COLLEGE;Public;600;BRETAGNE;ILLE-ET-VILAINE;035;29  AVENUE DE CORK;35207;RENNES CEDEX 2;53
2018-2019;RENNES;0350967L;COLLEGE MAHATMA GANDHI;COLLEGE;Public;378;BRETAGNE;ILLE-ET-VILAINE;035;17 rue DE ST LO;35300;FOUGERES;53
2018-2019;RENNES;0350970P;COLLEGE LE CHENE VERT;COLLEGE;Public;748;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU CHENE VERT;35470;BAIN DE BRETAGNE;53
2018-2019;RENNES;0351791G;COLLEGE LOUIS GUILLOUX;COLLEGE;Public;774;BRETAGNE;ILLE-ET-VILAINE;035;Boulevard Pasteur;35162;MONTFORT SUR MEU CEDEX;53
2018-2019;RENNES;0351799R;COLLEGE DES FONTAINES;COLLEGE;Public;301;BRETAGNE;ILLE-ET-VILAINE;035;8 rue DU 14 JUILLET;35130;LA GUERCHE DE BRETAGNE;53
2018-2019;RENNES;0351847T;COLLEGE GEORGES BRASSENS;COLLEGE;Public;852;BRETAGNE;ILLE-ET-VILAINE;035;Rue GEORGES BRASSENS;35651;LE RHEU CEDEX;53
2018-2019;RENNES;0351849V;COLLEGE AMAND BRIONNE;COLLEGE;Public;565;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE DE RENNES;35250;ST AUBIN D AUBIGNE;53
2018-2019;RENNES;0351850W;COLLEGE CAMILLE GUERIN;COLLEGE;Public;413;BRETAGNE;ILLE-ET-VILAINE;035;3 rue MAURICE;35290;ST MEEN LE GRAND;53
2018-2019;RENNES;0351881E;COLLEGE NOEL DU FAIL;COLLEGE;Public;785;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue du Général de Gaulle;35580;GUICHEN;53
2018-2019;RENNES;0351882F;COLLEGE LA ROCHE AUX FEES;COLLEGE;Public;500;BRETAGNE;ILLE-ET-VILAINE;035;Rue Anatole Le Braz;35240;RETIERS;53
2018-2019;RENNES;0351930H;LYCEE POLYVALENT PRIVE LA PROVIDENCE;LYCEE POLYVALENT;Privé;383;BRETAGNE;ILLE-ET-VILAINE;035;21 rue DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2018-2019;RENNES;0352008T;COLLEGE LES ROCHERS SEVIGNE;COLLEGE;Public;399;BRETAGNE;ILLE-ET-VILAINE;035;1 allée PIERRE DE GENNES;35506;VITRE CEDEX;53
2018-2019;RENNES;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1385;BRETAGNE;ILLE-ET-VILAINE;035;15 avenue Raymonde et Charles Ti;35083;RENNES CEDEX;53
2018-2019;RENNES;0352070K;COLLEGE PRIVE ASSOMPTION;COLLEGE;Privé;914;BRETAGNE;ILLE-ET-VILAINE;035;18 boulevard PAUL PAINLEVE;35702;RENNES CEDEX 7;53
2018-2019;RENNES;0352235P;LYCEE GENERAL ET TECHNOLOGIQUE RENE CASSIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1039;BRETAGNE;ILLE-ET-VILAINE;035;2 LES BATAILLES;35162;MONTFORT SUR MEU CEDEX;53
2018-2019;RENNES;0352236R;ECOLE SECONDAIRE PRIVEE STE MARIE;LYCEE D ENSEIGNEMENT GENERAL;Privé;105;BRETAGNE;ILLE-ET-VILAINE;035;;35430;ST PERE;53
2018-2019;RENNES;0352533N;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RENE DE CHATEAUBRIAND;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;585;BRETAGNE;ILLE-ET-VILAINE;035;12  AVENUE DES ACACIAS;35270;COMBOURG;53
2018-2019;RENNES;0352804H;ECOLE TECHNIQUE PRIVEE BEAUTE FORMATION;LYCEE PROFESSIONNEL;Privé;62;BRETAGNE;ILLE-ET-VILAINE;035;19 rue DES FEUTERIES;35300;FOUGERES;53
2019-2020;RENNES;0350002M;COLLEGE PIERRE BROSSOLETTE;COLLEGE;Public;780;BRETAGNE;ILLE-ET-VILAINE;035;18 rue THEODORE BOTREL;35171;BRUZ CEDEX;53
2019-2020;RENNES;0350017D;COLLEGE DU QUERPON;COLLEGE;Public;494;BRETAGNE;ILLE-ET-VILAINE;035;1 rue du Querpon;35330;VAL D ANAST;53
2019-2020;RENNES;0350022J;LYCEE GENERAL ET TECHNOLOGIQUE BEAUMONT;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;857;BRETAGNE;ILLE-ET-VILAINE;035;10 rue du Lycée;35605;REDON CEDEX;53
2019-2020;RENNES;0350040D;COLLEGE ANGELE VANNIER;COLLEGE;Public;302;BRETAGNE;ILLE-ET-VILAINE;035;1 boulevard du Collège;35460;MAEN ROCH;53
2019-2020;RENNES;0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;COLLEGE;Public;610;BRETAGNE;ILLE-ET-VILAINE;035;12 avenue DES ACACIAS;35270;COMBOURG;53
2019-2020;RENNES;0350709F;LP LYCEE DES METIERS LA CHAMPAGNE;LYCEE PROFESSIONNEL;Public;404;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU SERGENT HARRIS;35506;VITRE CEDEX;53
2019-2020;RENNES;0350732F;ETAB.REGIONAL ENSEIGNT ADAPTE JEAN BART;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;123;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE SAINT-PIERRE;35603;REDON CEDEX;53
2019-2020;RENNES;0350770X;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;904;BRETAGNE;ILLE-ET-VILAINE;035;8 BOULEVARD DE LA CHESNARDIERE;35304;FOUGERES CEDEX;53
2019-2020;RENNES;0350780H;COLLEGE PRIVE IMMACULEE;COLLEGE;Privé;884;BRETAGNE;ILLE-ET-VILAINE;035;2 rue Antoine de Saint-Exupéry;35762;ST GREGOIRE CEDEX;53
2019-2020;RENNES;0350797B;LYC POLYVAL PRIVE DES METIERS JEANNE D'ARC;LYCEE POLYVALENT;Privé;1159;BRETAGNE;ILLE-ET-VILAINE;035;61  RUE LA FONTAINE;35708;RENNES CEDEX 7;53
2019-2020;RENNES;0350801F;LYCEE GENERAL PRIVE JEAN PAUL II;LYCEE D ENSEIGNEMENT GENERAL;Privé;716;BRETAGNE;ILLE-ET-VILAINE;035;2 rue Antoine de Saint-Exupéry;35762;ST GREGOIRE CEDEX;53
2019-2020;RENNES;0350807M;LYCEE PROF PRIVE DES METIERS NOTRE DAME;LYCEE PROFESSIONNEL;Privé;211;BRETAGNE;ILLE-ET-VILAINE;035;12 rue de la Chapelle-Saint-Méen;35290;ST MEEN LE GRAND;53
2019-2020;RENNES;0350835T;COLLEGE PRIVE LA TOUR D'AUVERGNE LA SALLE;COLLEGE;Privé;420;BRETAGNE;ILLE-ET-VILAINE;035;6 rue DE LA SANTE;35000;RENNES;53
2019-2020;RENNES;0350848G;COLLEGE PRIVE ST ANDRE;COLLEGE;Privé;162;BRETAGNE;ILLE-ET-VILAINE;035;7 RUE ABBE JARRY;35560;VAL COUESNON;53
2019-2020;RENNES;0350851K;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;961;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DE L'HOTEL DE VILLE;35470;BAIN DE BRETAGNE;53
2019-2020;RENNES;0350853M;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;289;BRETAGNE;ILLE-ET-VILAINE;035;4 RUE DU HOCK;35260;CANCALE;53
2019-2020;RENNES;0350870F;COLLEGE PRIVE LA PROVIDENCE;COLLEGE;Privé;327;BRETAGNE;ILLE-ET-VILAINE;035;21 rue DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2019-2020;RENNES;0350882U;COLLEGE PRIVE STE ANNE;COLLEGE;Privé;307;BRETAGNE;ILLE-ET-VILAINE;035;1 rue de la Bouëxière;35140;ST AUBIN DU CORMIER;53
2019-2020;RENNES;0350965J;COLLEGE LE LANDRY;COLLEGE;Public;582;BRETAGNE;ILLE-ET-VILAINE;035;29  AVENUE DE CORK;35207;RENNES CEDEX 2;53
2019-2020;RENNES;0351053E;COLLEGE JEAN MONNET;COLLEGE;Public;619;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ARMAND JOUAULT;35150;JANZE;53
2019-2020;RENNES;0351790F;COLLEGE MARTIN LUTHER KING;COLLEGE;Public;746;BRETAGNE;ILLE-ET-VILAINE;035;50 avenue François Mitterrand;35340;LIFFRE;53
2019-2020;RENNES;0351847T;COLLEGE GEORGES BRASSENS;COLLEGE;Public;858;BRETAGNE;ILLE-ET-VILAINE;035;Rue GEORGES BRASSENS;35651;LE RHEU CEDEX;53
2019-2020;RENNES;0351850W;COLLEGE CAMILLE GUERIN;COLLEGE;Public;412;BRETAGNE;ILLE-ET-VILAINE;035;3 rue MAURICE;35290;ST MEEN LE GRAND;53
2019-2020;RENNES;0351881E;COLLEGE NOEL DU FAIL;COLLEGE;Public;788;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue du Général de Gaulle;35580;GUICHEN;53
2019-2020;RENNES;0351882F;COLLEGE LA ROCHE AUX FEES;COLLEGE;Public;477;BRETAGNE;ILLE-ET-VILAINE;035;Rue Anatole Le Braz;35240;RETIERS;53
2019-2020;RENNES;0351909K;COLLEGE GERARD DE NERVAL;COLLEGE;Public;742;BRETAGNE;ILLE-ET-VILAINE;035;35 rue du Collège;35506;VITRE CEDEX;53
2019-2020;RENNES;0352183H;COLLEGE MATHURIN MEHEUT;COLLEGE;Public;407;BRETAGNE;ILLE-ET-VILAINE;035;8 place BELLEVUE;35520;MELESSE;53
2019-2020;RENNES;0352248D;COLLEGE VICTOR SEGALEN;COLLEGE;Public;561;BRETAGNE;ILLE-ET-VILAINE;035;34 rue Jules Ferry;35410;CHATEAUGIRON;53
