Rentrée scolaire;Région académique;Académie;Département;Commune;Numéro du collège;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre d'élèves total (nombre d'élèves dans les formations du 1er cycle du 2nd degré et non du nombre total d'élèves inscrits dans l'établissement, les DIMA et les dispositifs-relais sont exclus);Nombre d'élèves total hors Segpa hors ULIS;Nombre d'élèves total Segpa;Nombre d'élèves total ULIS;Nombre total de 6èmes;Nombre de 6èmes hors Segpa hors ULIS;Nombre de 6èmes Segpa;Nombre de 6èmes ULIS;Nombre de 6èmes filles;Nombre de 6èmes garçons;Nombre de 6èmes LV1 allemand;Nombre de 6èmes LV1 anglais;Nombre de 6èmes LV1 espagnol;Nombre de 6èmes LV1 autres langues;Nombre de 6èmes LV2 allemand;Nombre de 6èmes LV2 anglais;Nombre de 6èmes LV2 espagnol;Nombre de 6èmes LV2 italien;Nombre de 6èmes LV2 autres langues;Nombre total de 5èmes;Nombre de 5èmes hors Segpa hors ULIS;Nombre de 5èmes Segpa;Nombre de 5èmes ULIS;Nombre de 5èmes filles;Nombre de 5èmes garçons;Nombre de 5èmes LV1 allemand;Nombre de 5èmes LV1 anglais;Nombre de 5èmes LV1 espagnol;Nombre de 5èmes LV1 autres langues;Nombre de 5èmes LV2 allemand;Nombre de 5èmes LV2 anglais;Nombre de 5èmes LV2 espagnol;Nombre de 5èmes LV2 italien;Nombre de 5èmes LV2 autres langues;Nombre total de 4èmes;Nombre de 4èmes hors Segpa hors ULIS;Nombre de 4èmes Segpa;Nombre de 4èmes ULIS;Nombre de 4èmes filles;Nombre de 4èmes garçons;Nombre de 4èmes LV1 allemand;Nombre de 4èmes LV1 anglais;Nombre de 4èmes LV1 espagnol;Nombre de 4èmes LV1 autres langues;Nombre de 4èmes LV2 allemand;Nombre de 4èmes LV2 anglais;Nombre de 4èmes LV2 espagnol;Nombre de 4èmes LV2 italien;Nombre de 4èmes LV2 autres langues;Nombre total de 3èmes;Nombre de 3èmes hors Segpa hors ULIS;Nombre de 3èmes Segpa;Nombre de 3èmes ULIS;Nombre de 3èmes filles;Nombre de 3èmes garçons;Nombre de 3èmes LV1 allemand;Nombre de 3èmes LV1 anglais;Nombre de 3èmes LV1 espagnol;Nombre de 3èmes LV1 autres langues;Nombre de 3èmes LV2 allemand;Nombre de 3èmes LV2 anglais;Nombre de 3èmes LV2 espagnol;Nombre de 3èmes LV2 italien;Nombre de 3èmes LV2 autres langues
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;BETTON;0352260S;COLLEGE;FRANCOIS TRUFFAUT;PUBLIC;0;0;572;572;0;0;174;174;0;0;93;81;0;174;0;0;0;0;0;0;0;132;132;0;0;68;64;0;132;0;0;14;0;90;28;0;134;134;0;0;66;68;0;134;0;0;6;0;108;20;0;132;132;0;0;58;74;0;132;0;0;21;0;111;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;CESSON-SEVIGNE;0351906G;COLLEGE;BOURGCHEVREUIL;PUBLIC;0;0;687;675;0;12;161;161;0;0;73;88;0;160;0;0;21;0;0;0;23;162;159;0;3;92;70;0;161;0;0;27;0;86;32;16;167;162;0;5;84;83;0;163;0;32;22;0;109;0;32;197;193;0;4;85;112;0;192;0;33;29;0;115;15;33
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;COMBOURG;0350707D;COLLEGE;FRANCOIS RENE DE CHATEAUBRIAND;PUBLIC;0;0;623;615;0;8;180;174;0;6;89;91;0;175;0;0;0;0;0;0;0;149;147;0;2;75;74;0;149;0;0;16;0;132;0;0;146;146;0;0;67;79;0;146;0;0;16;0;130;0;0;148;148;0;0;72;76;0;148;0;0;18;0;130;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;DOL-DE-BRETAGNE;0350009V;LYCEE PROFESSIONNEL;ALPHONSE PELLE;PUBLIC;0;0;14;14;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;6;8;0;12;0;0;0;0;12;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;DOL-DE-BRETAGNE;0350767U;COLLEGE PRIVE;ST MAGLOIRE;PRIVE;0;0;664;652;0;12;172;169;0;3;93;79;0;170;0;0;17;0;0;0;0;175;173;0;2;79;96;0;173;0;0;13;0;160;0;0;170;167;0;3;89;81;0;167;0;0;21;0;146;0;0;147;143;0;4;74;73;0;143;0;0;13;0;130;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;FOUGERES;0350967L;COLLEGE;MAHATMA GANDHI;PUBLIC;0;0;446;320;114;12;97;74;22;1;49;48;0;74;0;0;7;0;0;0;0;125;90;30;5;61;64;0;95;0;0;8;0;52;30;0;111;79;30;2;59;52;0;79;0;0;12;0;60;7;0;113;77;32;4;59;54;1;76;0;0;14;0;53;10;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUICHEN;0351881E;COLLEGE;NOEL DU FAIL;PUBLIC;0;0;725;712;0;13;158;155;0;3;85;73;23;110;0;22;0;45;0;0;0;186;182;0;4;96;90;22;129;0;31;0;53;129;0;0;197;192;0;5;93;104;27;136;0;0;0;57;135;0;0;184;183;0;1;79;105;26;127;0;0;0;56;127;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GUERCHE-DE-BRETAGNE;0350863Y;COLLEGE PRIVE;ST JOSEPH;PRIVE;0;0;567;567;0;0;154;154;0;0;87;67;0;154;0;0;0;0;0;0;0;149;149;0;0;73;76;0;149;0;0;13;0;136;0;0;144;144;0;0;68;76;0;144;0;0;7;0;137;0;0;120;120;0;0;69;51;0;120;0;0;11;0;109;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA MEZIERE;0352760K;COLLEGE;GERMAINE TILLION;PUBLIC;0;0;595;595;0;0;152;152;0;0;66;86;0;152;0;0;0;0;0;0;0;162;162;0;0;87;75;0;162;0;0;27;0;126;0;9;127;127;0;0;63;64;0;127;0;18;11;0;98;0;18;154;154;0;0;76;78;0;154;0;19;21;0;114;0;19
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIFFRE;0350867C;COLLEGE PRIVE;ST MICHEL;PRIVE;0;0;652;652;0;0;176;176;0;0;98;78;0;176;0;0;0;0;0;0;0;171;171;0;0;94;77;0;171;0;0;7;0;164;0;0;161;161;0;0;85;76;0;161;0;0;7;0;154;0;0;144;144;0;0;73;71;0;144;0;0;12;0;132;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;LIFFRE;0351790F;COLLEGE;MARTIN LUTHER KING;PUBLIC;0;0;737;737;0;0;205;205;0;0;102;103;20;185;0;0;0;20;0;0;0;182;182;0;0;85;97;22;160;0;0;5;22;109;15;31;176;176;0;0;88;88;16;160;0;0;11;16;138;11;0;174;174;0;0;91;83;20;154;0;0;9;20;134;11;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;MAEN ROCH;0350883V;COLLEGE PRIVE;JEANNE D'ARC;PRIVE;0;0;435;423;0;12;120;120;0;0;57;63;0;120;0;0;0;0;0;0;0;118;113;0;5;51;67;0;113;0;0;14;0;99;0;0;100;97;0;3;51;49;0;97;0;0;13;0;84;0;0;97;93;0;4;47;50;0;93;0;0;6;0;87;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;MORDELLES;0350874K;COLLEGE PRIVE;ST YVES;PRIVE;0;0;720;708;0;12;197;194;0;3;94;103;0;197;0;0;7;0;61;0;0;174;172;0;2;77;97;0;174;0;0;22;0;150;0;0;168;164;0;4;81;87;0;168;0;0;15;0;149;0;0;181;178;0;3;109;72;0;181;0;0;14;0;164;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;NOYAL-SUR-VILAINE;0352167R;COLLEGE;JACQUES BREL;PUBLIC;0;0;559;559;0;0;137;137;0;0;67;70;0;137;0;0;0;0;0;0;0;151;151;0;0;65;86;0;151;0;0;11;0;114;26;0;171;171;0;0;83;88;0;171;0;0;16;0;133;22;0;100;100;0;0;51;49;0;100;0;0;16;0;72;12;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;PACE;0352274G;COLLEGE;FRANCOISE DOLTO;PUBLIC;0;0;788;777;0;11;192;192;0;0;87;105;0;192;0;0;23;0;0;0;0;207;204;0;3;105;102;0;207;0;0;21;0;167;16;0;207;205;0;2;96;111;0;207;0;0;19;0;165;22;0;182;176;0;6;93;89;0;182;0;0;27;0;133;16;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;PACE;0352319F;COLLEGE PRIVE;ST GABRIEL;PRIVE;0;0;1012;1012;0;0;259;259;0;0;122;137;0;259;0;0;12;0;56;0;13;258;258;0;0;121;137;0;258;0;0;15;0;227;0;16;250;250;0;0;123;127;0;250;0;17;23;0;210;0;17;245;245;0;0;109;136;0;245;0;25;26;0;194;0;25
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;PIPRIAC;0350875L;COLLEGE PRIVE;ST JOSEPH;PRIVE;0;0;375;364;0;11;87;84;0;3;41;46;0;87;0;0;0;0;0;0;0;90;85;0;5;47;43;0;89;0;0;5;0;84;0;0;117;114;0;3;63;54;0;117;0;0;7;0;110;0;0;81;81;0;0;34;47;0;81;0;0;11;0;70;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;REDON;0350775C;COLLEGE PRIVE;LE CLEU ST JOSEPH;PRIVE;0;0;775;706;57;12;198;184;13;1;87;111;0;185;0;0;0;0;0;0;0;209;193;14;2;118;91;0;195;0;0;36;0;157;0;0;198;176;16;6;104;94;0;182;0;0;29;0;148;0;0;170;153;14;3;100;70;0;156;0;0;45;0;108;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;REDON;0351969A;COLLEGE;BEAUMONT;PUBLIC;0;0;523;511;0;12;111;110;0;1;55;56;0;70;41;0;0;41;0;0;0;142;139;0;3;73;69;0;99;43;0;14;43;82;0;0;134;131;0;3;56;78;0;107;27;0;12;27;92;0;0;136;131;0;5;71;65;0;112;24;0;16;24;91;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;RENNES;0350776D;LYCEE POLYVALENT PRIVE;ST VINCENT-PROVIDENCE;PRIVE;0;0;19;19;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;5;14;0;19;0;0;0;0;19;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;RENNES;0350781J;COLLEGE PRIVE;NOTRE DAME DU VIEUX COURS;PRIVE;0;0;473;473;0;0;141;141;0;0;66;75;0;141;0;0;0;0;0;0;0;115;115;0;0;66;49;0;115;0;0;11;0;104;0;0;110;110;0;0;60;50;0;110;0;0;9;0;101;0;0;107;107;0;0;51;56;0;107;0;0;9;0;98;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;RENNES;0350895H;COLLEGE;ROSA PARKS;PUBLIC;1;0;485;409;62;14;92;75;16;1;45;47;0;76;0;0;0;0;0;0;0;118;97;16;5;68;50;0;102;0;0;8;0;94;0;0;138;118;16;4;66;72;0;122;0;0;11;0;110;0;0;137;119;14;4;64;73;0;121;0;0;8;0;111;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;RENNES;0351638R;COLLEGE;ANNE DE BRETAGNE;PUBLIC;0;0;835;822;0;13;199;199;0;0;104;95;0;195;0;0;0;0;0;0;28;219;214;0;5;93;126;0;215;0;0;49;0;121;28;16;202;199;0;3;101;101;0;202;0;25;31;0;125;20;25;215;210;0;5;110;105;0;212;0;20;30;0;122;35;20
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;RENNES;0352069J;COLLEGE PRIVE;ST VINCENT-PROVIDENCE;PRIVE;0;0;826;732;94;0;191;177;14;0;93;98;0;177;0;0;0;0;0;0;0;195;170;25;0;95;100;0;170;0;0;11;0;118;18;23;219;188;31;0;97;122;0;188;0;19;24;0;127;18;19;221;197;24;0;111;110;0;197;0;20;25;0;133;19;20
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;SAINT-AUBIN-D'AUBIGNE;0350881T;COLLEGE PRIVE;ST MICHEL;PRIVE;0;0;533;533;0;0;134;134;0;0;58;76;0;134;0;0;0;0;0;0;0;139;139;0;0;67;72;0;139;0;0;20;0;119;0;0;140;140;0;0;62;78;0;140;0;0;31;0;109;0;0;120;120;0;0;53;67;0;120;0;0;19;0;101;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;SAINT-GEORGES-DE-REINTEMBAULT;0350041E;COLLEGE;DE ROQUEBLEUE;PUBLIC;0;0;162;162;0;0;44;44;0;0;22;22;0;44;0;0;0;0;0;0;0;44;44;0;0;23;21;0;44;0;0;7;0;37;0;0;42;42;0;0;24;18;0;42;0;0;7;0;35;0;0;32;32;0;0;17;15;0;32;0;0;5;0;27;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;SAINT-MALO;0350062C;LYCEE PROFESSIONNEL;MAUPERTUIS;PUBLIC;0;0;36;36;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;0;0;12;24;0;36;0;0;0;0;36;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;SAINT-MALO;0350889B;COLLEGE PRIVE;SACRE COEUR;PRIVE;0;0;292;292;0;0;68;68;0;0;35;33;0;68;0;0;0;0;0;0;0;64;64;0;0;31;33;0;64;0;0;9;0;55;0;0;71;71;0;0;31;40;0;71;0;0;14;0;57;0;0;89;89;0;0;39;50;0;89;0;0;10;0;79;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;SAINT-MEEN-LE-GRAND;0351850W;COLLEGE;CAMILLE GUERIN;PUBLIC;0;0;395;395;0;0;101;101;0;0;55;46;0;101;0;0;0;0;0;0;0;91;91;0;0;45;46;0;91;0;0;5;0;86;0;0;101;101;0;0;42;59;0;101;0;0;8;0;93;0;0;102;102;0;0;45;57;0;102;0;0;12;0;90;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;TINTENIAC;0350051R;COLLEGE;THEOPHILE BRIANT;PUBLIC;0;0;611;598;0;13;139;138;0;1;74;65;0;138;0;0;18;0;0;0;0;143;138;0;5;63;80;0;140;1;0;21;0;119;0;0;182;176;0;6;92;90;0;178;1;0;17;0;161;0;0;147;146;0;1;63;84;0;146;1;0;13;0;133;0;0
2021;BRETAGNE;RENNES;ILLE-ET-VILAINE;VITRE;0350892E;COLLEGE PRIVE;STE JEANNE D'ARC;PRIVE;0;0;424;410;0;14;116;113;0;3;57;59;0;116;0;0;0;0;0;0;0;117;112;0;5;59;58;0;115;0;0;11;0;103;0;0;102;100;0;2;43;59;0;100;0;0;12;0;88;0;0;89;85;0;4;35;54;0;86;0;0;15;0;70;0;0
